,Gender,Review,Rating
14483,M,"It was a very good experience working with Sunny. He was very professional during deliverables. He communicated with me on regular basis and kept giving updates of his progress on daily basis. He learned all new concepts needed for implementation of various parts of research paper and then implemented all concepts in python and explained to me as well implementation details. He answered all questions asked by me and made necessary changes when requested. He used various encryption algorithms like Paillier Symmetric, RSA and DES algorithms in various parts of implementation. Apart from that he implemented algorithms like cholesky, back substitution etc. It was very hard to implement this paper as it involved various concepts of Cryptography along with ML and implementation of Garbled Circuit which was main challenge. He started with representation of floating point as fixed point and implemented various algorithms as binary circuits and then later converted binary circuit to garbled circuit. The work completed on time with 100% completion.",5.0
14484,,Excellent!! easy to work with. Thank you,5.0
14485,M,Great work once again from a fantastic development team. Very simple process and the code was updated well - fully commented and compliant. Will work with this team again. AAA+,4.4
14486,,he was wonderfully professional,5.0
14487,M,"The communication was poor, which is very important to me. He is knowledgable, but just needs to be more responsive.",5.0
14488,M,I am happy to work with this freelancer. I will definitely rehire him when I will have more projects. I will recommend another clients to do business with this specialist.,1.0
14489,M,Timely delivery!!,5.0
14490,,Excellent work recommended thank you!,5.0
14491,,Worked with me and delivered what was asked for. Also was patient with me as I am new to Freelancer,5.0
14492,M,"He is good. Young and talented designer
I like his job so much.
he rush and rush to finish the job for me",1.0
14493,M,"Excelente Diseñador  muy paciente y atento en los detalles,  excelente habilidades sin duda lo recomiendo ampliamente",5.0
14494,F,Great person. Would be so glad to work with her again,5.0
14495,,"is an EXCELLENT developer, professional and [login to view URL] always available to answer in chat to any doubt or question
he did an EXTRAORDINARY job, and in a very short time.
all future work will be given to him
always ready to help and solve all issues. the best there is!
if I had to choose who to recommend to friends, it's definitely him!",5.0
14496,M,"Fantastic work. Will 100% work with him again. He is simply the man. Great design sense, easy to work with, fast, responsive. Just a pleasure.",5.0
14497,M,Great designs,5.0
14498,M,"Wonderful to work with and very patient.  Did exactly what I asked for.  Also, demonstrated a high level of understanding, knowledge about graphics and attention to details.
We will be working together on more projects!",5.0
14499,M,A good job well done by a professional,5.0
14500,M,excellent freelancer. It was a pleasure to work with. Will hire again.,5.0
14501,M,Ram C. is very committed. He delivers excellent results. He communicates clearly about the progress and the next steps. I would recommend him without any reserve and hire him for other projects.,5.0
14502,M,"Amazing person, great work, deliver on time going to work with him for the long term, he did for us very Smart website, include design! 5/5",4.9
14503,,Very professional... o recomend,5.0
14504,M,Very understanding of concepts and quick turn around on designs. If I am again in need of a freelance designer I will most definitely be looking to hire them again.,4.7
14505,M,Super Quick. Great Job.,5.0
14506,M,"Thank you, great communication and always ready to make the changes, will work again with you",5.0
14507,,"Very quick and easy, job completed fast, good communication and everything seems perfect. Would definitely recommend.",5.0
14508,M,"very knowledgable, great advice.",5.0
14509,,all!!!good.,5.0
14510,M,"I found Gaurav very patient, kind and excellent in communications.
He is a real expert and knows everything a great system admin would know.
He is quick and very accurate.
Thank you",5.0
14511,F,Highly Recommended !!! Thanks for your nice Work. I will hire you again shortly :),5.0
14512,M,good likes to help his c;lient,5.0
14513,,Very simple and easy great understanding of what i needed and good attention to detail.,5.0
14514,M,"Joerg executed the project in very professional manner, showed great expertise, and was very helpful with his feedback. I would be happy to work with him again!",4.8
14515,M,This is the 2nd project i have done with Gurtaj.   Again he has provided excelent service and a perfect result.  He workes tirelessly until i was completely satisfied.  I highly recommend him to you.,1.0
14516,M,"Wish to share my review hiring Saurav, for our recent project.
We were in search for a developer who understand the travel concept, this will make our life easier.
Fortunately looking through various profiles we have freezed him on certain parameters.

1. Subject Knowledge
2. A win-win approach
3. Response time, available always with a solution.
4. Costing.
5. Product output as per the requirement and in time.

We would love to Re-Hire him for our upcoming projects I'am sure he will remain with the above qualities.

Good luck.",5.0
14517,,Very satisfied with the work.,5.0
14518,F,"Great work, I will re-hire very shorty for future work good communication, fast delivery , good quality.",5.0
14519,F,Great work!!!,5.0
14520,M,"it was easy to communicate with him, and he helped when I had some issues that he was able to troubleshoot easily",5.0
14521,,"Great Deisgn, easy to message and great communication, we will use RM. again for future works, Thank you. !",3.5
14522,M,"Ivan was great to work with. Very smart technically, and very easy to communicate ideas with and watch him execute them.  We are already working on our next project together.",5.0
14523,M,Delivered on time ! Higly recomend,1.0
14524,,"Great, on time, good quality.",5.0
14525,M,Excellent work,5.0
14526,F,It is great,4.8
14527,,"Muy atento y buena comunicación.
Muy satisfecho.",3.8
14528,,Work was performed quickly in a very professional manner. Thanks Manu.,5.0
14529,M,"Awesome work so far, will consider again.",5.0
14530,M,"Peter is amazing!! Great writer and filled with useful insight. I would hughly recommend him, and will certainly use him again!",5.0
14531,M,Dayal produced very high-quality work within a short period of time. He clearly took the time to appreciate the delicate project requirement by balancing some of my needs that are defined with some of my hope that is expressed vaguely. His communication was great too. I would not hesitate to work with him again in future.,5.0
14532,F,Excellent service. I'm looking forward to working with her more in the future.,5.0
14533,M,He was able to understand the project right away and delivered exactly what  I needed with plenty of time to spare! Looking forward to working with him again in my future projects,5.0
14534,F,Fast and professional!,5.0
14535,M,"This is the 5th time I have hired him.. he does great work!  Best freelancer on here by far!

[30 April, 2016] A+++++++++",5.0
14536,,expert at history area,5.0
14537,M,Can't say enough about this guy. Very impressed with his work. Overcame and conquered to say the least. Will use again.,5.0
14538,M,Really nice and understanding guy. Tries to make it work perfectly and is fast.,4.8
14539,F,"Great work, thanks for being professional and delivering the project as outlined!",5.0
14540,,Very good job! He did in 10 minutes a great modify on my site..!,5.0
14541,M,I plan to do more work with them on this project they have started with my company.,4.5
14542,M,"Alex and his team are experts in [login to view URL] and Zend PHP.  They are professional guys who understand the full stack.  During this migration, I'm gaining a plan, a code review, server configuration documented and version control document.

Now we're at the final stage of deployment, so keep an eye out for my feedback for next project.",4.2
